Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
11378,,093207,Molecular Biology,kimj,05-12-2009,gallaghert,49,397.25,090511_Magee_Kim_mini_48,,Mini Preps,,51602
11379,,093214,Instrument Development,leed,05-15-2009,bassins,1,484.50,Drawings  modifications and fabrications,Perform drawings and modify two small part.  Fabricate two parts.,Instrument Development,Fabrication has been completed and ready to be pick up!  8.5 Hours @ $57 = $484.50,51607
11380,,093303,Instrument Development,kladtn,05-12-2009,wernerc,1,76.63,Please 3D print the STL file supplied,Please print one part of the supplied STL file,Instrument Development,Total cost $76.63,51607
11381,,093305,Instrument Development,jayaramanv,06-16-2009,osbornej,2,528.50,Fabricate 2 6mm fly treadmills,Fabricate 2 6mm fly treadmills,Instrument Development,outsourcing 1/2 hour,51607
11382,,093303,Instrument Development,reiserm,06-16-2009,osbornej,2,528.50,fabricate 2 6mm fly treadmills,fabricate 2 6mm fly treadmills,Instrument Development,outsourcing 1/2 hour,51607
11383,,093298,Light Microscopy,karshb,05-12-2009,arnolda,1,45,PSF measurements in zeiss 510 confocal,may 2009,Light Microscopy,05/11 1 hr on zeiss 510 @ $45/hr = 45,51606
11384,JVS001101,093400,Light Microscopy,hooksm,05-12-2009,arnolda,1,45,training on zeiss axioimager,may 2009,Light Microscopy,1 hr @ $45/hr = 45,51606
11385,,093403,Light Microscopy,tkachuka,05-28-2009,arnolda,2.5,112.5,help with volocity image processing,may 2009,Light Microscopy,5/11 1hr @ $45/hr = 45  5/12 30min @ $45/hr = 22.5  5/26 showed Ariana decon and how to get started 30min @ $45/hr = 22.5  5/28 ran decon on some test images to figure out the best settings for her images 30 min @ $45/hr = 22.5    total = 112.5,51606
11386,JVS000901,093418,Instrument Development,hoopfere,05-12-2009,wernerc,1,1629,Apr Billing for Aggression Heating/Cooling on 9494,Apr Billing,Instrument Development,,51607
11387,No Project,093306,Instrument Development,shustermanr,06-24-2009,tabachnikt,1,0,design and mfg of the odor port  ,design and mfg of the odor port  new beam location  double stimulus position,Instrument Development,Submitted May Billing  $315 labor and materials,51607
11388,,093215,Instrument Development,knappj,05-26-2009,tabachnikt,1,199.5,design and mfg of the dark chamber frame,design and mfg of the dark chamber frame,Instrument Development,,51607
11389,,093216,Instrument Development,regoh,05-21-2009,cabanissd,1,127,Shop Fabrication Request,Fabrication of Uniblitz adapter requested.  Part number assigned:  JF-MG-SS0003    Fabrication in house if possible.  ,Instrument Development,Total Charges:0.25 hr @ $52  = $13  Fabrication Costs:  $114    Total:  $127,51607
11390,,093097,Instrument Development,wernerc,05-12-2009,bassins,1,0,I D & F Meeting,May 12th Meeting ,Instrument Development,,51607
11391,,093297,Instrument Development,bolorizadehm,05-13-2009,bassins,1,57,Pin,Fabricate one pin,Instrument Development,Fabrication has been completed and ready to be pick up!  1 Hour @ $57 = $57,51607
11392,,093097,Instrument Development,wernerc,05-12-2009,bassins,1,0,Meeting with Chris.,Went over spreadsheets that analyzed the billable.  Talk about new Machine Shop area. Electrical  Air and where machines are going to be located.,Instrument Development,,51607
11393,,093305,Instrument Development,jayaramanv,05-12-2009,wernerc,1,1580,Ticket to correct billing error on 7504,We changed the department code for Jayaraman from 093305 to 093213 and Viveks charges incorrectly went to Anthony. This ticket debits the charges of $1 580 to Vivek.,Instrument Development,,51607
11394,,093213,Instrument Development,leonardoa,05-12-2009,wernerc,1,-1580,Billing credit to correct a mistake on 7504,We mistakenly changed the department code on 7504 to Anthony's department and charged him for work that was done for Vivek. This ticket credits the $1 580 back to the Leonardo lab.,Instrument Development,Many thanks for correcting this Chris.      Sarah,51607
11395,,093213,Instrument Development,borghuisb,05-29-2009,bassins,1,345,Optical holder,Perform drawing and then outsource.,Instrument Development,Cost of fabrication $288.00  1 Hour @ $57 = $57  I"m closing this ticket part should be here today!,51607
11396,,093204,Molecular Biology,huberd,05-12-2009,gallaghert,1,200.00,090507_Svoboda_Huber_EFmaxi_1,,Endo Free Maxi Prep,,51602
11398,,093207,Molecular Biology,kimj,05-12-2009,gallaghert,2,400.00,090512_Magee_Kim_EFmaxi_2,,Endo Free Maxi Prep,,51602
11399,,093101,Molecular Biology,bais,05-12-2009,gallaghert,4,800.00,090512_Guo_Bai_EFmaxi_4,,Endo Free Maxi Prep,,51602
11400,No Project,093204,Instrument Development,svobodak,08-26-2009,flickingerd,1,0,Hardware for mounting 5mm galvo sets,Hardware is needed for mounting Cambridge Technologies 5mm aperture galvo scan mirror sets on existing custom two-photon microscopes ("TableDOM" and the old DOM).,Instrument Development,Submitted July billing  $100 design support  $504 fabrication support  $604 total  ,51607
11401,No Project,093213,Instrument Development,leonardoa,05-31-2009,ahmedn,1,228,COTS Connector & Cable for Projector Board,Find connector for Prjoector Motherboard to separate a daughter card.  Use a custom cable to connect them. ,Instrument Development,Submitted June Billing $228,51607
11402,,093209,Molecular Biology,akerboomj,05-14-2009,gallaghert,1,75.00,090513_Looger_Akerboom_midi_1,Hi guys  I have pACYCDUET:Cascade in XL1  on plate. Could you grow a colony for me and midiprep it so I have a stock of something?  I also would like you to sequence it with primers 65.2 65.3 65.13 65.14  65.66 65.67 65.71 and 65.72. I will send in a sequence form for that. pACYCDUET is low copy nr so the yields are low.  Thanks!    PS I will bring the plate over.  ,Midi Preps,,51602
11403,,093209,Molecular Biology,akerboomj,05-22-2009,ramirezm,8,40,090515_Looger_Akerboom_sequencing_8,Sequencing of pACYCDUET-1:Cascade with 65.2 65.3 65.13 65.14  65.66 65.67 65.71 and 65.72,Single Pass,,51602
11404,,093207,Molecular Biology,zemelmanb,05-26-2009,gallaghert,2,418.75,090513_Magee_Zemelman_maxi_2,,Maxi Prep,Still have not received request form.  I have completed the form; charging minimum 1/2 hour time    $18.75,51602
11406,,093209,Molecular Biology,marvinj,05-13-2009,gallaghert,32,192.00,090513_Looger_Marvin_mini_32,,Mini Preps,,51602
11407,,093209,Molecular Biology,viswanathans,05-19-2009,gallaghert,5,1043.75,090513_Looger_Viswanathan_maxi_5,,Maxi Prep,Cells and time for transformations = $43.75    pSM_mEos2-1        3.3ug/uL   pSM_mEos2-2        4.3ug/uL  pSM_mEos2-3        4.0ug/uL  pC-20                      3.1ug/uL   pRK-5                       2.0ug/uL  ,51602
11408,JVS001400,093400,Electron Microscopy,meinertzhageni,05-13-2009,fetterr,1,1447,reclassification of ticket 10614 to dept 093400 from 093417,reclassification ,Staff Assisted Service,,51614
11409,JVS001400,093417,Electron Microscopy,meinertzhageni,05-13-2009,admin,1,-1447,reclassification of ticket 10614 from 093417 to dept 093400,reclassification,Staff Assisted Service,,51614
11410,,093202,Cell Culture Facility,shroffh,05-29-2009,whiteh,5,320,MAY 2009    Hari,,Cell Culture Facility,5/13- requested date  coat 4 glass 30mm cover slips with 10 ug/ml Fibronectin-PBS;  Transfect (amaxa) and plate HeLa cells p+15 on pre-coated glass slips   in 35mm plates;  8E05 cells +  500ng plasmid per shuttle well per   cover slip pair; amaxa program SF-DS-133; plasmids:  dEos FP mito and   mEosA-Vimentin    5/14- requested date  coat 4 glass 30mm cover slips with 10 ug/ml Fibronectin-PBS;  Transfect (amaxa) and plate HeLa cells p+15 on pre-coated glass slips   in 35mm plates;  8E05 cells +  500ng plasmid per shuttle well per   cover slip pair; amaxa program SF-DS-133; plasmids:  dEos FP mito and   mEosA-Vimentin    Materials charges: $20  amaxa reagent ,51604
11411,,093313,Instrument Development,zlaticm,05-14-2009,wernerc,1,6300,Debit to Marta's department code for March billing on 10238,Issue this debit to transfer March labor costs out of Olympiad and into Marta's department budget. See Work ticket 10238,Instrument Development,,51607
11412,JVS001702,093418,Instrument Development,zlaticm,05-14-2009,wernerc,1,-6300,Issue credit to Olympiad project for March billing on 10238,This credit goes to the Olympiad project (093418) to remove March billing for Marta's larval assay development costs. The costs are to be borne on her department code 093313.,Instrument Development,,51607
11413,,093207,Molecular Biology,kimj,05-18-2009,gallaghert,8,1600.00,090514_Magee_Kim_EFmaxi_8,,Endo Free Maxi Prep,Completed preps through resuspension of DNA pellets in water.  Leaving at 4C overnight  will nanodrop on 5/15,51602
11414,,093092,Media Facility,zhangx,05-14-2009,lavertyt,.75,28.88,Low salt liquid media,2L Low salt liquid media  45 minutes labor,General Help,,51609
11415,,093209,Media Facility,marvinj,05-14-2009,lavertyt,1,42.63,1X PBS,10L 1X PBS  45 minutes labor + $13.75,General Help,,51609
11416,,093216,Instrument Development,regoh,05-15-2009,ahmedn,1,298,Custom Cable & Box wiring..,Customer need custom DIN-5 connector and cable modification for his box.,Instrument Development,Finished.    Cost:  Material = 20  Labor Joanne = 25 ($/hr) *2 (hr) = $50            Nasir   57 ($/hr) * 4 (hr) =  228    Total = 298,51607
11417,,093203,Cell Culture Facility,henryg,05-19-2009,winfreys,1.5,90,May 2009 Cell Culture Service,,Cell Culture Facility,,51604
11418,,093202,Cell Culture Facility,zhongh,05-19-2009,winfreys,1.5,90,May 2009 Cell Culture Service,,Cell Culture Facility,,51604
11420,,093215,Molecular Biology,diasb,05-14-2009,ramirezm,16,80,090511_Baker_Dias_sequencing_16,,Single Pass,,51602
11421,,093209,Molecular Biology,viswanathans,05-14-2009,ramirezm,9,63,090511_Looger_Viswanathan_Sequencing_9,,Single Pass,Add 1/2 hour time for oligo dilution and pre-mixing,51602
11422,,093206,Molecular Biology,sternsons,05-14-2009,ramirezm,1,224.64,090507_Sternson_Sternson_EFMaxi_1,,Endo Free Maxi Prep,1/2 hour time for transformation  inoculation  $6.64 HE 5a competent cells    inoculate maxi prep directly from transformation reaction,51602
11423,,093207,Molecular Biology,zemelmanb,05-14-2009,ramirezm,4,800,090507_Magee_Zemelman_EFmaxi_4,,Endo Free Maxi Prep,,51602
11424,,093207,Molecular Biology,zemelmanb,05-14-2009,ramirezm,2,150,090507_Magee_Zemelman_midi_2,,Midi Preps,,51602
11425,,093209,Molecular Biology,viswanathans,05-14-2009,ramirezm,18,125,090507_Looger_Viswanathan_mini_18,,Mini Preps,1/2 hour time to transfer cultures from 15ml tube to 96-well block  sequencing dilution    ,51602
11426,,093207,Molecular Biology,kimj,05-14-2009,ramirezm,8,1600,090506_Magee_Kim_EFMaxi_8,,Endo Free Maxi Prep,,51602
11427,,093203,Molecular Biology,jungs,05-14-2009,ramirezm,14,70,090504_Eddy_Jung_sequencing_14,,Single Pass,,51602
11428,,093209,Molecular Biology,viswanathans,05-14-2009,ramirezm,1,1690,090508_Looger_Viswanathan_Virus_1,,other,,51602
11429,,093204,Histology/anatomy Facility,rahj,05-15-2009,shieldsb,2,120,Hippocampal dissociated cultures,on 5/11/09 - rat hippocampal dissociated cultures were prepared and maintained  including media and coverslip preparation.  Additional material fees are included in the final cost.  ,Histology/anatomy Facility,,51605
11430,,093211,Histology/anatomy Facility,behnamr,05-15-2009,shieldsb,2,120,Hippocampal dissociated cultures,on 5/11/09 - rat hippocampal dissociated cultures were prepared and maintained  including media and coverslip preparation.  Additional material fees are included in the final cost.   ,Histology/anatomy Facility,,51605
11431,,093207,Histology/anatomy Facility,kimj,05-15-2009,shieldsb,2,120,Hippocampal dissociated cultures,on 5/11/09 - rat hippocampal dissociated cultures were prepared and maintained  including media and coverslip preparation.  Additional material fees are included in the final cost.   ,Histology/anatomy Facility,,51605
11432,,093211,Histology/anatomy Facility,tervog,05-15-2009,shieldsb,2.5,147.50,Hippocampal dissociated cultures,on 5/12/09 - rat hippocampal dissociated cultures were prepared and maintained  including media and coverslip preparation.  Additional material fees are included in the final cost.   ,Histology/anatomy Facility,,51605
11433,,093402,Histology/anatomy Facility,tangj,05-15-2009,shieldsb,1.5,92.50,Hippocampal dissociated cultures,on 5/12/09 - rat hippocampal dissociated cultures were prepared and maintained  including media and coverslip preparation.  Additional material fees are included in the final cost.   ,Histology/anatomy Facility,,51605
11434,,093207,Histology/anatomy Facility,losonczya,05-15-2009,shieldsb,2,110,IHC,on 5/11/09 - immunohistochemistry (anti-serotonin  Cy3 secondary) was performed on sections provided by the investigator; stained sections were mounted onto slides and coverslipped with Vectashield.  This project was requested on 5/11/09 and was completed on 5/13/09.,Histology/anatomy Facility,,51605
11435,,093298,Instrument Development,macklinj,05-21-2009,flickingerd,1,228,Development of SHG device for modelocked Ti:sapph lasers,A device to create second harmonic light from a Chameleon Ti:sapph laser beam is desired.  It will be built in-house if ID&F can produce a device which is significantly cheaper than any commercial solution.  This is likely.    The device should have similar capabilities to the SHG device from APE.  Pointing stability is important  auto-wavelength tuning is moderately important  conversion efficiency is not as important.  SHG efficiency should be optimized for 850-1050 nm range.    ,Instrument Development,Closing ticket with total labor charge:    4 hr x $57/hr = $228,51607
11436,,093204,Instrument Development,svobodak,05-15-2009,flickingerd,1,0,Work on improving IR blocking in red channel of DOM Det Arm,Will use non-sequential ray tracing software to see if errant rays can be found and blocked by baffles.  Will try not to spend too much time on this (more than day or two)!  Let me know if you want to not be billed for any of it.      I've spent a lot of time already obtaining/learning the software  but I'll try to bill only for time spent that can have a direct impact on your rigs.,Instrument Development,,51607
11438,,093207,Cell Culture Facility,zemelmanb,05-29-2009,paezg,12.0,720,May 2009 cell culture service,,Cell Culture Facility,,51604
11439,,093207,Cell Culture Facility,kimj,05-29-2009,paezg,10,600,May 2009 cell culture service,,Cell Culture Facility,05/15  JetPEI transfection with 293-AAV (preped by HW on 05/12) FC media 3 hours before transfection.   jetPEI for 5 plates: To tube A: 60ug (PLASMID_X) + 56ug (pHelper 110) + 24ug (Serotype 111) add 7ml of 150mM NaCl  To tube B: 280ug PEI add 7 mL of 150mM NaCl. Vortex seperately  add tube B to tube A  Mix together well  incubate 30minutes at RT  distrubute over 5 plates (~2.9mL)     Make the following mastermix for 5x plates   1. 60ug (#) + 56ug (pHelper#110) + 24ug (Serotype#111)   2. 60ug (#) + 56ug (pHelper) + 24ug (Serotype)   3. 60ug (#) + 56ug (pHelper) + 24ug (Serotype)   4. 60ug (#) + 56ug (pHelper) + 24ug (Serotype)   5. 60ug (# ) + 56ug (pHelper) + 24ug (Serotype)   6. 60ug (# ) + 56ug (pHelper) + 24ug (Serotype)   7. 60ug (# ) + 56ug (pHelper) + 24ug (Serotype)   8. 60ug (# ) + 56ug (pHelper) + 24ug (Serotype)     Maintain neurons Mon and Thurs during whole month 6hx$60=$36,51604
11440,,093101,Molecular Biology,bais,05-18-2009,gallaghert,1,200.00,090515_Guo_Bai_EFmaxi_1,,Endo Free Maxi Prep,,51602
11441,,093204,Molecular Biology,maot,05-19-2009,gallaghert,1,254.50,090515_Svoboda_Mao_EFmaxi_1,,Endo Free Maxi Prep,Cells and time for transformation = $54.50  EFmaxi prep (doubled biffers  no extra charge) = $200      M94 1.78ug/uL ,51602
11442,,093206,Histology/anatomy Facility,apontey,05-15-2009,shieldsb,1.5,82.50,Sectioning,on 5/12/09 - a mouse brain (#3421 POMC iCre previously perfused by the investigator) was sectioned on the vibratome at 60um; sections were collected through the hypothalamus and mounted onto glass slides.  This project was requested on 5/11/09 and was completed on 5/12/09.,Histology/anatomy Facility,,51605
11443,,093206,Histology/anatomy Facility,apontey,05-26-2009,shieldsb,2.5,137.50,Sectioning,on 5/15/09 - a mouse brain (#31627 previously perfused by ) was sectioned on the vibratome at 50um; sections were collected through the hypothalamus [1.5hr]  on 5/18/09 - selected sections from #31627 were mounted onto slides and coverslipped with Vectashield with DAPI [1hr]  This project was requested on 5/13/09 and was completed on 5/18/09.,Histology/anatomy Facility,,51605
11444,,093298,Light Microscopy,macklinj,05-15-2009,arnolda,1.5,66.7,looking\\troubleshooting Nikon Ti microscope,May 2009,Light Microscopy,5/15  showed John Nikon Ti and dicussed what his needs are for the system  1.5 hrs @ $45/hr = 66.7,51606
11445,,093092,Light Microscopy,mcgowank,05-15-2009,arnolda,1,22.5,imaging on Olympus IX81,May 2009,Light Microscopy,,51606
11446,,093206,Cell Culture Facility,leep,05-29-2009,paezg,8.0,488,May 2009 cell culture service,,Cell Culture Facility,,51604
11447,,093216,Instrument Development,gustafssonm,06-03-2009,duttaa,1,0,Help Hesper with setting up of the shutter controller with NI PCI-7344 motor controller,Help Hesper to interface the shutter controller delivered earlier (ticket # 10045) with the NI PCI-7344 motor controller and the s/w,Instrument Development,Submitted May Billing  Labor = $399  No Materials Cost  Total = $399,51607
11448,No Project,093097,Instrument Development,wernerc,08-26-2009,flickingerd,1,0,Work on improving IR blocking in red channel of DOM Det Arm  split development,Will initially use non-sequential ray tracing software to see if errant rays in detection arm can be found and blocked by baffles.     Improvements to the det arm will definitely be used by the Svoboda and Meyers labs (Nathan Clack).  This ticket will track charges that will be split evenly between these labs.    I am learning multiple non-sequential ray-tracing software packages and evaluating which to buy at the same time as doing this work.  Some overhead from this (most of which has already occurred)  will be charged internally to ID&F through a different ticket.    To labs: I'll cut this effort if it doesn't lead to useful results after a day or two of work.  There are certainly other potential solutions to this problem out there and I don't want to follow this line needlessly.,Instrument Development,Submitted May Billing  7 hrs ($399) to Svoboda  7 hrs (399) to Myers  ,51607
11449,,093297,Instrument Development,hessh,06-10-2009,cabanissd,6,1043.26,Fabrication Request,Fabrication of three parts.  2 ea.  Housing  Focusing Lens    Neonsem-200-001  2 ea.  Housing  Collimating Lens   Neopsem-200-002  2 ea.  Mount  Fiber Turning Mirror  Neonsem-200-003  ,Instrument Development,Parts received 06/10/09  Parts ultrasonically cleaned and delivered to Harald Hess  Fabrication Costs:  $892  Shipping Charges:  $21.26  HHMI Labor:  2.5 @ $52 / hr = $130    Total Charges:  $1043.26,51607
11450,JVS001600,093418,Instrument Development,straussr,05-29-2009,cabanissd,1,286.53,Fabrication Request,Specificaton and Purchase of Panel Controller Box  Protocase  2U Fly Box V4,Instrument Development,,51607
11451,,093097,Instrument Development,wernerc,05-29-2009,cabanissd,1,0,Custom purchase request,Specification and purchase of Panel Controller Box  Protocase Part #2U Fly Box  Quantity 1 for Instrument Development Lab  ,Instrument Development,,51607
11452,,093303,Instrument Development,reiserm,05-29-2009,cabanissd,2,521,Purchase of Custom Fabrication,Specify  review  and approve purchase of Custom fabricated Panel Controller Box.  Manufacturer:  Protocase  Part #2U Fly Box,Instrument Development,Units received  inspected  and ready for pickup.  2 pieces @ $234.53  =  $469.06  Labor purchasing  receipt  and inspection $52    Total Charges:   $521.00,51607
11453,No Project,093297,Instrument Development,hessh,06-18-2009,cabanissd,4,1708.51,Part Fabrication Request,Three parts require fabrication for project:  1 ea.  Flange  Neon SEM Mount   Neonsem-500-001_Rev2      (Updated to rev 2)  1 ea.  Holder  Tricoupler  Neonsem-500-002_Rev2    (Updated to rev 2)  1 ea.   Holder  Lens Assembly  Neonsem-300-001    Quotes requested Jones Mfg. and Ronal Tool Company,Instrument Development,Replacement Neonsem-500-001_rev3 received 06/17 and delivered on 6/18/09  Total Charges for this order are:    Holder  Lens Assembly      Neonsem-300-001                   1 @ $495.00  Flange  Neon SEM Mount    Neonsem-500-001_Rev3        1 @ $451.00  Holder  Tricoupler               Neonsem-500-002_Rev3        1 @ $291.00  Plate  Offset Mount            SEM-450-001_Rev3                 1 @ $263.00  Shipping Charges  $26.51  In House Labor 3.5 hrs @ $52 = $182    Total Charges:  $1708.51      ,51607
11454,JVS003500,093400,Fly Lab,yuh,05-15-2009,zhengg,1,1179.38,Fly sorting,female flies sorting: 8 stocks  8x3=24 vials.  male flies sorting: 123 stocks  12x3+4x2+10x3+8x1+20x3+12x3+2x2+15x3+14x3+2x2+4x1=277 vials. Total 301 vials.    30 hours at $38.5/hr ($1155.00)  125 vials with food at $19.5 per 100 vials ($24.38)    ,General Fly Sorting,,51608
11455,,093307,Instrument Development,dudmanj,05-15-2009,duttaa,1,114,Help with troubleshooting the trigger circuit.,Help with troubleshooting the trigger circuit.,Instrument Development,May billing:    Labor 2x$57=$114,51607
11456,No Project,093302,Fly Lab,riddifordl,08-25-2009,halld,2,77,Stock Construction,Stock Construction requested on 5/15/2009    X 2 Stock Construction of:  mCD8::GFP  hs flp; Krh1  FRT 40A; +,General Fly Sorting,,51608
11457,,093210,Cell Culture Facility,simpsonj,05-29-2009,whiteh,8,801.48,MAY 2009 -  Julie Simpson  nc82,,Cell Culture Facility,< Expand nc82 (Murine hybridoma secreting IgG1); freeze cells; give pellets to  Looger group for RNA extraction; and collect conditioned supernatant after log  growth ends under serum-reduction for ~2weeks  >    Growth medium:  RPMI 1640 + 10%FBS (donor suggests adding 0.5mg/ml   geneticin or PenStrep is ok )     Expansion for max secretion of Ab: feed culture with HB101 (serum-free   medium from Irvine Scientific)     4/30 Frozen cells received from Iowa Hybridoma Bank (one cryovial);  thaw amp and initiate T75 with 20 ml medium    5/4 * 200 ul sup to Phuong for testing  5/8  freeze 21 amps  5/13 freeze 25 amps; begin serum reduction: double volume ( 50% HB101 from Irvine Scientific)  5/14 double volume with HB 101 only  5/15 pellets to Rodger Smith 3E06/pellet;  add volume/2 x 3 HB101 only  5/27  collect conditioned supernatant (spin down and filter via 0.22um CA filter)           give to Phuong to assay working concentration    Materials charges:   RPMI 1640  #11875093 Invitrogen $27  Gentamicin Sulfate #17-518Z Bio Whittaker  $34.48  HB101 Basal medium  T000 Irvine Scientific $112  HB101 Lyph. supplement  T151 Irvine Scientific $148,51604
11458,,093202,Cell Culture Facility,zhongh,05-29-2009,whiteh,12,720,MAY 2009  Haining,,Cell Culture Facility,5/11 -Requested date   coat 4 x 18mm glass cover slips with 10ug/ml Fbibronectin-1xPBS  (SW-TUE)    5/14 -Requested date   coat 6 x 18mm glass cover slips with 10ug/ml Fbibronectin-1xPBS;   Transfect (amaxa) and plate FoLu p28 on pre-coated18mm glass slips   in 35mm plates;  1E06 cells + 1 ug plasmid per shuttle well divided per cover   slip pair(3); amaxa program SE-DS-137; plasmids:  EGFP Actin-7  EGFP Vinc  and EGFP Pax;  per HZ requests (5/14) research/locate: HL-1 cells (a cardiomyocyte cell line)   and pancreatic beta-cell lines that can secret insulin; information provided 5/14    5/22 -Requested date   coat 6 x 18mm glass cover slips with 10ug/ml Fbibronectin-1xPBS      5/26 -Requested date   Transfect (amaxa) and plate FoLu p29 on pre-coated18mm glass slips   in 35mm plates;  3.5E05 cells + 1 ug plasmid per shuttle well per cover slip  ;amaxa program SE-DS-137; plasmids:  mOrange2-lifeact  mOrange2-Tubulin  mOrange2-VASP  mOrange2-actin  mORange2-alpha-actinin and mOrange2 Paxillin    5/28 -Requested date   Coat 4 x 18mm glass slips; Transfect (amaxa) and plate FoLu p27 in 35mm   plates; 4E05 cells + 1 ug plasmid per shuttle well per cover slip; amaxa program   SE-DS-137; plasmids:  mOrange2Pax  tdEosPax   mOrange2Vinc  and   mEosAVinc    Materials charges: $65  amaxa reagent ,51604
11459,,093310,Cell Culture Facility,lavisl,05-28-2009,whiteh,2,120,MAY 2009 -  Luke Lavis,,Cell Culture Facility,,51604
11460,No Project,093306,Instrument Development,rinbergd,07-30-2009,lottg,1,314,AOD Control Interface PCB,Design a printed circuit board to mate to the Acoustic Optical Deflector (AOD) used in laser control in Dima Rinberg's lab (potentially useful in many labs).    System should interface to DB15 connector  and turn a sloppy signal into an accurate ground an accurate 5V (or arbitrary top voltage) value.      System should break out many of the available signals and receive a 24V power supply via a barrel connector from an existing power supply delivered with the part.  5V should come from a regulator (filtered) off the 24V source.  Make top end on the trigger output variable (potentiometer) but make sure that the 0 out is as close to system ground as possible.    Jumper to feed analog past the digital circuit.,Instrument Development,Second PCB run and some different parts:  Digikey ~100  PCB ~300    Assembly -> 2 hours = 114  Documentation 2 hours = 114    Total: 628  .. Will charge 314 here and then open another ticket for scott at 314  Project closed,51607
11461,,093216,Instrument Development,abrahamssons,06-04-2009,bassins,1,456,AOM Mount &Heat Sink for Sapphire Laser,Fabrication one of each.,Instrument Development,Fabrication has been completed and ready to pick the Heat Sink for the Sapphire Laser.  8 Hours @ $57 = $456,51607
11462,No Project,093205,Instrument Development,ngot,06-18-2009,bassins,1,142,Slide Holder,Perform drawing and outsource to be fabricated.,Instrument Development,Welder Slide Hold Down and assemble parts.  2.5 Hours @ $57 $142  I will bring it up to you.,51607
11463,,093097,Instrument Development,wernerc,05-29-2009,bassins,1,0,Machine Shop Renovations,Work with Chris  Jason  Mike Day  Richard from Hitt and other contractors on the renovation Main Shop areas.  ,Instrument Development,Closing ticket.  4.33 Hours @ $57 = $246.81,51607
11464,,093205,Instrument Development,ngot,05-18-2009,cabanissd,1,78,Engineering Support,Measurement and reverse engineering using Mitutoyo vision system.  Data gathering for Engineering support for new slide holder system.  Slide Holder 2  currently in design by Steve Bassin.,Instrument Development,Effort Completed.  1.5 @ $52 =  $78,51607
11465,,093204,Light Microscopy,maot,05-20-2009,arnolda,2,90,imaging of mouse brain 32258,May 2009,Light Microscopy,5/18  1 hr on zeiss axioimager @ $45/hr = 45  5/19 1 hr on zeiss axioimager @ $45/hr = 45    total = $90,51606
11466,,093097,Instrument Development,wernerc,05-18-2009,cabanissd,1,0,Department Staff Meeting,Bi-Monthly Staff Meeting held 5/12/09,Instrument Development,,51607
11467,,093097,Instrument Development,wernerc,05-18-2009,cabanissd,1,0,Vendor / Product Discussion,Meeting with Howard Sajecki of IGUS plastics to discuss new products and design considerations with various products they offer.,Instrument Development,,51607
11468,,093213,Instrument Development,leonardoa,05-18-2009,cabanissd,1,104,Procurement and Incoming Inspection of Dragonfly Tomb Assembly,Order Coordination  Receiving  Parts Cleaning  and Incoming Inspection of 3 pieces required for Dragonfly Tomb Assembly    30 minutes on front end of order and 1 hour 30 minutes on day of receiving parts.  Part Numbers JF-AL-DT0001  002  and 003    ,Instrument Development,Total labor:  2 hours @$52  =  $104,51607
11469,,093205,Instrument Development,jenetta,05-21-2009,bassins,1,192,Glass Slide Tank ,Draw a model and then perform a 3D print in our Invision system.,Instrument Development,Fabrication has been completed.  1 Hour @ $57 = $57  Material cost $135,51607
11470,,093209,Molecular Biology,viswanathans,05-19-2009,gallaghert,14,70.00,090518_Looger_Viswanathan_seq_7,,Single Pass,,51602
11471,,093209,Molecular Biology,marvinj,05-19-2009,gallaghert,2,10.00,090518_Looger_Marvin_seq_2,,Single Pass,,51602
11472,,093305,Instrument Development,jayaramanv,05-19-2009,cabanissd,2,430,Manufacturing Support,Fabrication of adapter plates to be used for Bassler Camera.  Quick turn around fabrication requested.  Coordination with Vendor  order placed  and delivered.,Instrument Development,Fabrication costs:  2 @ $150 =  $300  Labor 2.5 hrs @ $52 =  $130    Total:  $430,51607
11473,,093097,Instrument Development,wernerc,05-19-2009,cabanissd,1,0,Test Gauge organization and logging,Gathered go / no-go thread gauges  pin guages  gauge balls  and various metrology tools and organized in Metrology Cabinet in Room IE.366.      Created simple system to track gauges as they are sent and returned to fabrication shops.    Tools now stored in Tan Kennedy Cabinet near Optical Comparitor in Room 366 near ID&F Engineering.        ,Instrument Development,,51607
11474,,093202,Light Microscopy,shroffh,05-20-2009,arnolda,2,90,testing 40X dipping lense on Olympus IX81 and training,May 2009,Light Microscopy,5/19  1.5 hrs on olympus IX81 @ $45/hr = 67.5  5/20 help imaging on ix 81 and neurolucida station 30 min @ $45/hr = 22.5,51606
11475,,093214,Instrument Development,leea,05-22-2009,bassins,1,296.50,Manifold Bracket,Fabrication,Instrument Development,Fabrication of the Manifold has been completed and ready to be pick up!  4.5 Hours @ $57 = $256.50  Material Cost           $40.00  Total                        $296.50,51607
11476,,093209,Molecular Biology,marvinj,05-21-2009,gallaghert,80,480.00,090520_Looger_Marvin_mini_80,,Mini Preps,,51602
11477,,093209,Molecular Biology,akerboomj,05-22-2009,ramirezm,10,60,090520_Looger_Akerboom_mini_10,Hi guys  I have 10 tubes in the loogerlab shaker. could you do a mini prep and a T7 FW and RV sequence reaction?   xls file attached. cheers  Jasper,Mini Preps,,51602
